56,56
88,32
117,29
123,6
185,62
190,5
211,21
226,15
266,40
295,29
305,10
312,7
320,8
349,29
416,67
434,18
478,44
486,8
502,16
525,23
535,10
572,37
585,13
590,5
624,34
639,15
659,20
682,23
691,9
702,11
711,9
766,55
789,23
801,12
834,33
871,37
894,23
985,91
1004,19
1098,94
1104,6
1116,12
1130,14
1134,4
1149,15
1178,29
1209,31
1233,24
1243,10
1334,91
1354,20
1374,20
1384,10
1453,69
1472,19
1559,87
1628,69
1643,15
1693,50
1715,22
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1774,53
1815,41
1881,66
1890,9
1947,57
1971,24
2039,68
2093,54
2120,27
2159,39
2193,34
2209,16
2287,78
2351,64
2389,38
2435,46
2440,5
2441,1
2443,2
2449,6
2484,35
2501,17
2512,11
2600,88
2639,39
2665,26
2681,16
2692,11
2705,13
2715,10
2730,15
2744,14
2757,13
2792,35
2801,9
2883,82
2930,47
2931,1
2932,1
2935,3
2968,33
2971,3
2972,1
2974,2
2975,1
2976,1
2977,1
2980,3
2983,3
2984,1
2985,1
2989,4
2993,4
2999,6
3001,2
3002,1
3011,9
3015,4
3016,1
3018,2
3034,16
3035,1
3037,2
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3062,2
3066,4
3069,3
3120,51
3129,9
3155,26
3189,34
3231,42
3289,58
3345,56
3363,18
3446,83
3520,74
3530,10
3588,58
3607,19
3666,59
3723,57
3736,13
3805,69
3841,36
3868,27
3895,27
3957,62
3984,27
4000,16
4079,79
4126,47
4130,4
4167,37
4189,22
4276,87
4319,43
4354,35
4425,71
4453,28
4521,68
4588,67
4637,49
4704,67
4760,56
4795,35
4872,77
4883,11
4965,82
4983,18
5046,63
5058,12
5096,38
5114,18
5189,75
5200,11
5225,25
5313,88
5337,24
5398,61
5439,41
5450,11
5551,101
5562,11
5571,9
5583,12
5587,4
5605,18
5625,20
5629,4
5636,7
5641,5
5644,3
5645,1
5646,1
5648,2
5649,1
5650,1
5651,1
5652,1
5653,1
5656,3
5657,1
5658,1
5662,4
5663,1
5664,1
5665,1
5667,2
5668,1
5669,1
5670,1
5671,1
5672,1
5673,1
5674,1
5675,1
5684,9
5689,5
5690,1
5692,2
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5700,2
5701,1
5702,1
5705,3
5708,3
5709,1
5711,2
5713,2
5714,1
5716,2
5720,4
5721,1
5726,5
5731,5
5732,1
5802,70
5809,7
5881,72
5891,10
5979,88
5991,12
6068,77
6088,20
6099,11
6134,35
6207,73
6288,81
6333,45
6381,48
6447,66
6491,44
6527,36
6588,61
6621,33
6635,14
6700,65
6701,1
6775,74
6823,48
6880,57
6892,12
6961,69
6971,10
7005,34
7034,29
7066,32
7090,24
7092,2
7129,37
7163,34
7221,58
7251,30
7316,65
7333,17
7368,35
7428,60
7511,83
7520,9
7531,11
7538,7
7580,42
7630,50
7645,15
7709,64
7766,57
7868,102
7874,6
7939,65
7950,11
8012,62
8097,85
8162,65
8200,38
8242,42
8340,98
8346,6
8400,54
8401,1
8470,69
8480,10
8514,34
8531,17
8569,38
8629,60
8670,41
8754,84
8816,62
8883,67
8948,65
8966,18
9003,37
9076,73
9144,68
9206,62
9269,63
9282,13
9379,97
9458,79
9487,29
9540,53
9551,11
9621,70
9628,7
9733,105
9765,32
9833,68
9921,88
9960,39
9963,3
9968,5
9969,1
9971,2
9989,18
10003,14
10015,12
10031,16
10048,17
10135,87
10142,7
10174,32
10180,6
10181,1
10182,1
10186,4
10230,44
10245,15
10281,36
10285,4
10300,15
10323,23
10324,1
10325,1
10327,2
10330,3
10331,1
10333,2
10334,1
10335,1
10336,1
10337,1
10338,1
10340,2
10341,1
10342,1
10343,1
10344,1
10347,3
10350,3
10351,1
10421,70
10495,74
10521,26
10643,122
10644,1
10653,9
10654,1
10656,2
10659,3
10769,110
10830,61
10848,18
10863,15
10942,79
11054,112
11097,43
11137,40
11147,10
11232,85
11266,34
11285,19
11303,18
11309,6
11341,32
11404,63
11508,104
11517,9
11520,3
11535,15
11548,13
11597,49
11608,11
11632,24
11647,15
11670,23
11693,23
11711,18
11729,18
11749,20
11750,1
11806,56
11862,56
11906,44
11914,8
11930,16
11934,4
11995,61
12001,6
12002,1
12003,1
12012,9
12026,14
12047,21
12117,70
12204,87
12215,11
12279,64
12306,27
12396,90
12397,1
12443,46
12496,53
12540,44
12569,29
12599,30
12612,13
12651,39
12661,10
12701,40
12710,9
12756,46
12759,3
12805,46
12809,4
12877,68
12971,94
13001,30
13016,15
13041,25
13054,13
13142,88
13224,82
13273,49
13286,13
13314,28
13342,28
13409,67
13447,38
13510,63
13590,80
13662,72
13700,38
13753,53
13820,67
13837,17
13863,26
13901,38
13911,10
13932,21
13969,37
13971,2
14015,44
14041,26
14061,20
14084,23
14090,6
14114,24
14134,20
14143,9
14282,139
14293,11
14303,10
14311,8
14314,3
14316,2
14320,4
14385,65
14421,36
14451,30
14456,5
14480,24
14533,53
14595,62
14684,89
14728,44
14729,1
14732,3
14735,3
14737,2
14739,2
14743,4
14760,17
14776,16
14781,5
14831,50
14841,10
14868,27
14907,39
14941,34
15034,93
15043,9
15055,12
15064,9
15075,11
15082,7
15092,10
15099,7
15103,4
15221,118
15226,5
15227,1
15296,69
15304,8
15333,29
15362,29
15374,12
15388,14
15433,45
15484,51
15501,17
15533,32
15562,29
15599,37
15649,50
15668,19
15801,133
15819,18
15836,17
15858,22
15878,20
15936,58
15959,23
15968,9
15993,25
16013,20
16031,18
16078,47
16109,31
16172,63
16184,12
16185,1
16188,3
16204,16
16229,25
16253,24
16282,29
16308,26
16343,35
16351,8
16360,9
16366,6
16420,54
16595,175
16660,65
16695,35
16792,97
16858,66
16913,55
16935,22
16936,1
16950,14
16980,30
16981,1
16983,2
16984,1
16985,1
16989,4
16990,1
16992,2
16993,1
16994,1
16999,5
17004,5
17005,1
17006,1
17132,126
17245,113
17273,28
17286,13
17316,30
17358,42
17405,47
17416,11
17462,46
17546,84
17603,57
17718,115
17744,26
17745,1
17747,2
17748,1
17760,12
17767,7
17768,1
17815,47
17862,47
17873,11
17924,51
18008,84
18042,34
18098,56
18136,38
18169,33
18295,126
18299,4
18300,1
18304,4
18328,24
18331,3
18335,4
18436,101
18486,50
18549,63
18610,61
18615,5
18679,64
18684,5
18761,77
18779,18
18828,49
18849,21
18959,110
18965,6
18974,9
18980,6
18987,7
19050,63
19106,56
19163,57
19229,66
19276,47
19337,61
19370,33
19445,75
19463,18
19542,79
19606,64
19636,30
19659,23
19706,47
19731,25
19775,44
19820,45
19946,126
19961,15
20019,58
20134,115
20138,4
20305,167
20427,122
20448,21
20460,12
20464,4
20533,69
20616,83
20682,66
20699,17
20731,32
20787,56
20828,41
20951,123
20952,1
20984,32
20991,7
21020,29
21093,73
21172,79
21205,33
21237,32
21314,77
21320,6
21323,3
21342,19
21347,5
21348,1
21397,49
21428,31
21462,34
21478,16
21573,95
21623,50
21796,173
21812,16
21885,73
21886,1
21957,71
21984,27
21995,11
22070,75
22101,31
22164,63
22192,28
22193,1
22270,77
22276,6
22339,63
22399,60
22542,143
22559,17
22644,85
22793,149
22851,58
22913,62
22918,5
22986,68
23045,59
23093,48
23209,116
23220,11
23341,121
23350,9
23363,13
23371,8
23374,3
23378,4
23381,3
23383,2
23386,3
23387,1
23388,1
23389,1
23485,96
23489,4
23549,60
23592,43
23661,69
23666,5
23667,1
23668,1
23745,77
23809,64
23889,80
23896,7
23971,75
24050,79
24060,10
24146,86
24251,105
24322,71
24369,47
24426,57
24560,134
24631,71
24637,6
24734,97
24756,22
24864,108
24865,1
24878,13
24879,1
24880,1
24884,4
24885,1
24981,96
25047,66
25049,2
25050,1
25051,1
25056,5
25057,1
25058,1
25059,1
25060,1
25061,1
25062,1
25063,1
25064,1
25065,1
25066,1
25067,1
25068,1
25069,1
25070,1
25071,1
25072,1
25073,1
25074,1
25075,1
25076,1
25077,1
25078,1
25079,1
25080,1
25081,1
25082,1
25083,1
25084,1
25085,1
25086,1
25087,1
25088,1
25089,1
25090,1
25091,1
25092,1
25093,1
25094,1
25095,1
25096,1
25097,1
25098,1
25099,1
25100,1
25101,1
25102,1
25103,1
25104,1
25105,1
25106,1
25107,1
25108,1
25109,1
25110,1
25112,2
25113,1
25114,1
25115,1
25116,1
25117,1
25118,1
25120,2
25121,1
25122,1
25123,1
25124,1
25125,1
25130,5
25131,1
25132,1
25136,4
25137,1
25138,1
25139,1
25140,1
25141,1
25144,3
25149,5
25150,1
25151,1
25259,108
25304,45
25333,29
25417,84
25548,131
25656,108
25771,115
25783,12
25887,104
25999,112
26014,15
26031,17
26043,12
26050,7
26134,84
26220,86
26230,10
26388,158
26467,79
26476,9
26481,5
26593,112
26623,30
26692,69
26723,31
26861,138
26900,39
27203,303
27334,131
27345,11
27370,25
27379,9
27395,16
27402,7
27408,6
27430,22
27431,1
27617,186
27631,14
27634,3
27758,124
27830,72
27918,88
28031,113
28032,1
28036,4
28037,1
28042,5
28058,16
28065,7
28067,2
28069,2
28079,10
28089,10
28099,10
28124,25
28128,4
28314,186
28335,21
28360,25
28384,24
28389,5
28617,228
28632,15
28639,7
28651,12
28653,2
28660,7
28671,11
28675,4
28788,113
28857,69
28885,28
28915,30
28938,23
28967,29
28984,17
29027,43
29060,33
29061,1
29073,12
29169,96
29177,8
29276,99
29465,189
29466,1
29467,1
29468,1
29469,1
29512,43
29516,4
29517,1
29607,90
29644,37
29697,53
29778,81
29836,58
29907,71
29913,6
29948,35
30002,54
30003,1
30069,66
30076,7
30198,122
30199,1
30200,1
30201,1
30216,15
30219,3
30220,1
30341,121
30347,6
30387,40
30443,56
30444,1
30567,123
30571,4
30573,2
30617,44
30626,9
30632,6
30779,147
30975,196
31097,122
31111,14
31172,61
31235,63
31390,155
31471,81
31508,37
31591,83
31601,10
31665,64
31952,287
32126,174
32144,18
32213,69
