16,16
35,19
41,6
42,1
63,21
67,4
73,6
77,4
78,1
85,7
86,1
126,40
134,8
156,22
242,86
274,32
313,39
317,4
350,33
365,15
387,22
400,13
423,23
444,21
453,9
480,27
527,47
557,30
632,75
654,22
735,81
807,72
851,44
883,32
954,71
971,17
996,25
1043,47
1080,37
1120,40
1132,12
1186,54
1207,21
1278,71
1293,15
1328,35
1360,32
1417,57
1449,32
1487,38
1518,31
1552,34
1583,31
1607,24
1671,64
1679,8
1750,71
1754,4
1756,2
1764,8
1767,3
1771,4
1773,2
1774,1
1778,4
1779,1
1780,1
1785,5
1786,1
1787,1
1788,1
1790,2
1791,1
1792,1
1796,4
1797,1
1798,1
1799,1
1800,1
1801,1
1804,3
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1815,2
1816,1
1817,1
1820,3
1821,1
1825,4
1827,2
1828,1
1829,1
1840,11
1849,9
1852,3
1856,4
1858,2
1859,1
1862,3
1864,2
1865,1
1866,1
1867,1
1868,1
1929,61
1946,17
1992,46
2021,29
2048,27
2087,39
2116,29
2172,56
2257,85
2261,4
2311,50
2337,26
2379,42
2493,114
2537,44
2608,71
2640,32
2674,34
2676,2
2680,4
2699,19
2709,10
2724,15
2743,19
2757,14
2859,102
2886,27
2910,24
2945,35
2982,37
2996,14
3158,162
3168,10
3264,96
3306,42
3310,4
3324,14
3359,35
3370,11
3424,54
3443,19
3491,48
3513,22
3553,40
3564,11
3616,52
3671,55
3683,12
3740,57
3750,10
3794,44
3797,3
3826,29
3865,39
3881,16
3915,34
3923,8
3936,13
3942,6
4011,69
4032,21
4098,66
4204,106
4232,28
4268,36
4309,41
4332,23
4363,31
4393,30
4404,11
4429,25
4448,19
4515,67
4522,7
4535,13
4552,17
4582,30
4606,24
4643,37
4653,10
4671,18
4683,12
4700,17
4731,31
4736,5
4749,13
4758,9
4766,8
4788,22
4814,26
4893,79
4947,54
4973,26
5067,94
5144,77
5216,72
5304,88
5323,19
5333,10
5343,10
5353,10
5461,108
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5470,2
5473,3
5474,1
5475,1
5476,1
5482,6
5486,4
5487,1
5488,1
5489,1
5490,1
5492,2
5494,2
5495,1
5496,1
5500,4
5501,1
5502,1
5508,6
5513,5
5514,1
5518,4
5525,7
5526,1
5527,1
5531,4
5534,3
5624,90
5679,55
5717,38
5739,22
5746,7
5786,40
5836,50
5863,27
5898,35
5937,39
5956,19
6012,56
6055,43
6088,33
6115,27
6124,9
6157,33
6192,35
6214,22
6235,21
6261,26
6297,36
6315,18
6417,102
6430,13
6516,86
6580,64
6645,65
6648,3
6716,68
6719,3
6722,3
6772,50
6911,139
6932,21
7036,104
7037,1
7040,3
7046,6
7053,7
7120,67
7158,38
7202,44
7308,106
7333,25
7371,38
7427,56
7460,33
7549,89
7598,49
7623,25
7670,47
7674,4
7733,59
7775,42
7815,40
7826,11
7933,107
7977,44
7998,21
8001,3
8067,66
8111,44
8146,35
8207,61
8221,14
8279,58
8340,61
8383,43
8416,33
8461,45
8500,39
8520,20
8583,63
8636,53
8729,93
8735,6
8823,88
8835,12
8879,44
8961,82
9052,91
9058,6
9111,53
9119,8
9272,153
9315,43
9328,13
9367,39
9473,106
9504,31
9529,25
9549,20
9602,53
9633,31
9671,38
9710,39
9748,38
9803,55
9885,82
9899,14
9963,64
10080,117
10091,11
10105,14
10121,16
10162,41
10168,6
10182,14
10198,16
10205,7
10217,12
10227,10
10337,110
10377,40
10429,52
10454,25
10504,50
10540,36
10582,42
10593,11
10656,63
10745,89
10759,14
10789,30
10841,52
10842,1
10868,26
10925,57
10941,16
11006,65
11021,15
11088,67
11089,1
11114,25
11140,26
11173,33
11205,32
11220,15
11293,73
11331,38
11408,77
11480,72
11482,2
11526,44
11570,44
11638,68
11674,36
11713,39
11775,62
11793,18
11917,124
11946,29
11985,39
12036,51
12087,51
12139,52
12156,17
